Categoria-1,Ref,Valutazione,Anno,Produttore,Nome,Denominazione,Menzioni,Classificazione,Regione,Prezzo,PunteggioMedio,PunteggioAIS,Tipologia,Composizione,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,PunteggioGamberoRosso,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero,,,,,,,,,,,,,,,,
,0000882,3,2014,Anna Maria Abbona,Barolo Bricco San Pietro,Barolo,Bricco San Pietro,DOCG,Piemonte,45-49,86,86,Rosso fermo,Nebbiolo 100%,14.5,4k,Stufato di manzo alle erbe,30 mesi in botte grande,"Rubino profondo e decise sfumature granato. Ricco e variegato: vegetale con rimandi balsamici e mentolati,  poi prugna e amarena. Ecco quindi le espressioni classiche: viola e liquirizia a completare il profilo. Palato coerente, elegante all'ingresso; tannino dal tratto deciso, già perfettamente integrato Sottile la persistenza, di bastoncino di liquirizia e tenui accenni di tabacco. Matura per 30 mesi in botti di Slavonia ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000882,3,2015,Anna Maria Abbona,Barolo Bricco San Pietro,Barolo,Bricco San Pietro,DOCG,Piemonte,55-59,86,86,Rosso fermo,Nebbiolo 100%,14.5,8k,Capretto alle erbe aromatiche,30 mesi in botte grande,"Il colore è luminoso, granato elegante dai riflessi vividi. Da subito leggiadro il richiamo di fragoline, bacche di bosco acidule, pesca e foglia di castagno. La bocca si apre alle agili dinamiche di una struttura giovanile, con tannini in ottima evidenza, efficaci, una trama fitta e una persistenza durevole, che valorizza sensazioni floreali inizialmente più timide. Il tempo renderà giustizia a una sostanza ricca ma equilibrata. Matura per 30 mesi in botti grandi di rovere di sSlavonia ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000882,3,2016,Anna Maria Abbona,Barolo Bricco San Pietro,Barolo,Bricco San Pietro,DOCG,Piemonte,55-59,88,88,Rosso fermo,Nebbiolo 100%,14,6k,Filetto di manzo alle erbe aromatiche,30 mesi in botte grande,"Granato lucente. In esordio prugne macerate e amarene. | riferimenti floreali appaiono ancora freschi, con la rosa in primo piano; più esuberanti sensazioni vegetali si uniscono a cannella e liquirizia. Volume, densità e potenza anche in bocca, gestiti da una mano sapiente che dosa tannini dalla tessitura ampia e consistente, una freschezza viva, nonostante il calore dell'insieme,  e una materia ricca, che donerà soddisfazioni con l'evoluzione. Per 30 mesi in botti di rovere di Slavonia. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000882,3,2017,Anna Maria Abbona,Barolo Bricco San Pietro,Barolo,Bricco San Pietro,DOCG,Piemonte,55-59,88,88,Rosso fermo,Nebbiolo 100%,14.5,6k,nd,30 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000882-1,3★,,Anna Maria Abbona,Barolo Bricco San Pietro,Barolo,Bricco San Pietro,DOCG,Piemonte,55-59,na,4k-8k,Rosso fermo,Nebbiolo 100%,14.5,7k-21k,Stufato di manzo alle erbe – Capretto alle erbe aromatiche – Filetto di manzo alle erbe aromatiche,30 mesi in botte grande,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000883,3,2012,Anna Maria Abbona,Barolo,Barolo,,DOCG,Piemonte,35-39,86,86,Rosso fermo,Nebbiolo 100%,14,3k,Braciola di cavallo,30 mesi in tonneau,"Bel rosso granato. Elegante e avvolgente di spezie e note balsamiche, si fa poi più sobrio, regalando ricordi di sottobosco, funghi e aghi di pino. Ci sono i fiori secchi e i piccoli frutti di bosco macerati, accompagnati da un tocco di caramella inglese. Piace il tannino, già verso la completa eleganza, per un sorso che invita al riassaggio e soddisfa per sapore e persistenza. Per 30 mesi in botti di Slavonia da 7 e 10 ettolitri ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000883,3,2013,Anna Maria Abbona,Barolo,Barolo,,DOCG,Piemonte,35-39,86,86,Rosso fermo,Nebbiolo 100%,14,3k,Lepre in casseruola,30 mesi in tonneau,"Il rubino è dotato di pregevole trasparenza e nobili riflessi granato. Accoglie l'olfatto una gentile sensazione mentolata, dall'effluvio balsamico, poi la violetta e l’iris, per fare spazio a una netta percezione di ciliegia e susina.  Il palato riflette la gioventù dinamica del vino, i tannini hanno slancio tonico e vibrante. In virtù di una prospettiva di vita considerevole, la bocca può indugiare sull'azione corroborante di freschezza e astringenza, per lasciare alla persistenza il compito di ristabilire l'equilibrio con ritorni fruttati generosi. Tonneau per 30 mesi. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000883,3,2014,Anna Maria Abbona,Barolo,Barolo,,DOCG,Piemonte,35-39,86,86,Rosso fermo,Nebbiolo 100%,14,3k,Fricassea di manzo con peperoni,30 mesi in tonneau,"Raffinata trasparenza granato. La successione dei profumi, tra cui emergono fiori essiccati, cordame, foglie secche e terriccio, custodisce un cuore di frutta macerata, ciliegia e spezie. Distende un tannino efficace, serrato, di aderenza eloquente, corroborante e misurata, tipica di Castiglione Falletto. Già equilibrato, dalla struttura precisa, tonica. Riposa in rovere di Slavonia da 10 ettolitri. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000883,3,2015,Anna Maria Abbona,Barolo Del Comune Di Castiglione Falletto,Barolo,Del Comune Di Castiglione Falletto,DOCG,Piemonte,35-39,87,87,Rosso fermo,Nebbiolo 100%,14.5,3k,nd,30 mesi in tonneau,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000883,3,2016,Anna Maria Abbona,Barolo Del Comune Di Castiglione Falletto,Barolo,Del Comune Di Castiglione Falletto,DOCG,Piemonte,40-44,87,87,Rosso fermo,Nebbiolo 100%,14.5,3k,Ossobuco in gremolada,30 mesi in tonneau,"Granato di media intensità e dalle luminose trasparenze. Ai piccoli frutti rossi sono affidate le prime schermaglie olfattive, con fragolina di bosco e ribes rosso; il floreale è secco, con una lucida violetta a spiccare tra rose e slanci mentolati, quasi balsamici. Il tannino del sorso è delicato, sorprende per la pressoché completa integrazione nella trama di una bocca molto classica, che lascia in epilogo liquirizia e caramelle al lampone. Riposa per 30 mesi in botti di rovere da 10 ettolitri. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
